ride_id,driver_id,user_id,city,ride_date,distance_km,fare_amount,ride_status,driver_rating,payment_mode,fare_per_km
R10549,D265,U697,Kochi,2025-09-27,13.53,435.42,Completed,4.4,Card,32.18181818181819
R10550,D207,U415,Hyderabad,2025-07-11,12.44,633.54,Completed,4.6,UPI,50.92765273311897
R10551,D027,U700,Hyderabad,2025-09-05,8.26,572.16,Completed,4.3,Card,69.26876513317191
R10552,D268,U118,Chennai,2025-08-07,19.61,274.95,Completed,4.2,Card,14.020907700152984
R10553,D271,U036,Hyderabad,2025-08-10,2.69,570.65,Cancelled,4.1,UPI,212.1375464684015
R10554,D118,U474,Kochi,2025-09-05,17.45,591.0,Completed,4.1,Cash,33.86819484240688
R10555,D138,U015,Kochi,2025-07-22,5.14,741.14,Completed,3.4,UPI,144.19066147859922
R10556,D222,U128,Hyderabad,2025-09-11,8.46,631.55,Completed,4.8,UPI,74.65130023640661
R10557,D211,U211,Chennai,2025-07-11,10.01,435.25,Completed,3.0,Cash,43.481518481518485
R10558,D059,U743,Hyderabad,2025-10-09,9.59,460.95,Completed,3.1,Cash,48.065693430656935
R10559,D242,U574,Bengaluru,2025-08-10,4.59,354.02,Completed,4.0,Cash,77.12854030501089
R10560,D027,U308,Chennai,2025-08-28,10.66,133.45,Cancelled,4.7,UPI,12.518761726078798
R10561,D154,U659,Pune,2025-09-28,9.87,292.67,Completed,4.0,UPI,29.65248226950355
R10562,D058,U304,Bengaluru,2025-07-01,10.34,472.83,Completed,4.3,UPI,45.72823984526112
R10563,D237,U330,Kochi,2025-10-07,7.02,250.49,Cancelled,4.9,UPI,35.682336182336186
R10564,D030,U525,Pune,2025-09-01,15.32,249.67,Completed,3.3,UPI,16.29699738903394
R10565,D020,U116,Chennai,2025-08-11,4.11,388.3,Completed,4.0,Cash,94.47688564476886
R10566,D191,U669,Chennai,2025-07-27,19.12,773.71,Completed,4.0,UPI,40.46600418410042
R10567,D026,U433,Chennai,2025-07-12,6.11,128.39,Completed,4.0,UPI,21.01309328968903
R10568,D250,U639,Bengaluru,2025-09-09,2.16,228.99,Completed,4.3,Cash,106.01388888888889
R10569,D229,U651,Bengaluru,2025-08-07,13.08,439.36,Completed,4.1,UPI,33.59021406727829
R10570,D061,U076,Pune,2025-07-11,3.2,391.62,Completed,4.9,Cash,122.38125
R10571,D050,U699,Chennai,2025-09-17,5.68,78.78,Cancelled,4.7,UPI,13.869718309859156
R10572,D039,U118,Pune,2025-09-06,13.09,600.46,Completed,3.7,Cash,45.8716577540107
R10573,D166,U189,Kochi,2025-10-04,10.97,481.49,Completed,4.8,Cash,43.89152233363719
R10574,D200,U530,Bengaluru,2025-07-07,15.98,604.41,Completed,4.4,UPI,37.82290362953692
R10575,D290,U613,Pune,2025-09-05,10.91,82.44,Completed,3.1,UPI,7.556370302474793
R10576,D076,U186,Chennai,2025-08-01,19.78,697.27,Completed,3.6,UPI,35.25126390293225
R10577,D199,U631,Pune,2025-08-08,1.18,424.19,Completed,4.9,UPI,359.48305084745766
R10578,D179,U654,Pune,2025-10-08,2.99,567.31,Completed,3.3,Cash,189.7357859531772
R10579,D067,U623,Hyderabad,2025-09-04,6.7,340.5,Completed,4.0,UPI,50.82089552238806
R10580,D111,U271,Hyderabad,2025-07-24,16.7,399.45,Completed,3.4,UPI,23.919161676646706
R10581,D126,U546,Hyderabad,2025-10-08,7.44,465.45,Completed,4.6,Card,62.56048387096774
R10582,D140,U113,Hyderabad,2025-09-19,16.67,669.64,Completed,3.3,UPI,40.17036592681463
R10583,D293,U308,Kochi,2025-07-02,1.5,788.6,Cancelled,4.9,Cash,525.7333333333333
R10584,D025,U678,Kochi,2025-09-12,7.68,595.48,Completed,5.0,UPI,77.53645833333334
R10585,D144,U378,Pune,2025-10-03,12.91,291.63,Completed,3.2,Cash,22.589465530596435
R10586,D149,U464,Kochi,2025-09-09,2.25,719.59,Completed,4.9,UPI,319.8177777777778
R10587,D124,U466,Hyderabad,2025-09-27,15.89,655.42,Cancelled,3.7,UPI,41.2473253618628
R10588,D248,U523,Chennai,2025-07-16,15.77,740.0,Completed,3.5,UPI,46.92454026632847
R10589,D274,U340,Kochi,2025-09-11,8.26,527.85,Cancelled,4.0,UPI,63.9043583535109
R10590,D121,U219,Hyderabad,2025-07-15,6.94,429.84,Completed,3.8,UPI,61.936599423631115
R10591,D293,U772,Chennai,2025-08-28,13.34,495.13,Completed,3.4,UPI,37.11619190404797
R10592,D258,U486,Bengaluru,2025-09-28,12.45,103.2,Cancelled,4.2,Cash,8.289156626506024
R10593,D219,U750,Kochi,2025-08-26,15.75,476.81,Cancelled,3.2,Card,30.273650793650795
R10594,D086,U661,Chennai,2025-08-12,15.31,694.77,Completed,4.6,UPI,45.380143696930105
R10595,D134,U094,Hyderabad,2025-09-27,16.59,310.59,Completed,3.5,UPI,18.72151898734177
R10596,D129,U099,Hyderabad,2025-09-27,19.83,747.84,Completed,4.0,UPI,37.71255673222391
R10597,D134,U789,Pune,2025-07-06,7.26,653.48,Cancelled,4.7,Cash,90.01101928374656
R10598,D190,U474,Kochi,2025-07-18,14.54,474.04,Completed,4.5,UPI,32.60247592847318
R10599,D119,U466,Kochi,2025-08-05,5.03,444.4,Completed,4.7,UPI,88.34990059642146
R10600,D059,U619,Kochi,2025-07-14,16.29,598.81,Completed,4.9,Cash,36.759361571516266
R10601,D248,U662,Pune,2025-08-23,8.21,265.29,Completed,3.1,Cash,32.313032886723505
R10602,D009,U262,Pune,2025-09-12,2.2,437.25,Completed,4.3,UPI,198.74999999999997
R10603,D271,U453,Kochi,2025-08-05,17.23,601.3,Completed,4.7,Cash,34.898432965757394
R10604,D062,U531,Hyderabad,2025-08-22,14.92,244.69,Completed,3.4,UPI,16.40013404825737
R10605,D107,U633,Kochi,2025-07-23,13.11,328.82,Cancelled,4.5,Card,25.081617086193745
R10606,D006,U537,Kochi,2025-08-07,12.2,223.28,Completed,4.5,UPI,18.301639344262295
R10607,D061,U440,Bengaluru,2025-09-15,13.19,493.59,Cancelled,4.9,UPI,37.42153146322972
R10608,D146,U057,Hyderabad,2025-09-27,18.52,382.19,Completed,3.7,UPI,20.636609071274297
R10609,D036,U386,Bengaluru,2025-07-27,19.43,283.04,Completed,4.7,Card,14.567164179104479
R10610,D122,U076,Hyderabad,2025-07-29,5.64,661.18,Cancelled,4.9,Cash,117.23049645390071
R10611,D186,U640,Kochi,2025-10-08,18.34,262.88,Completed,3.5,UPI,14.333696837513632
R10612,D059,U441,Kochi,2025-07-21,4.34,343.22,Completed,3.9,UPI,79.08294930875577
R10613,D160,U722,Hyderabad,2025-07-28,11.71,459.29,Completed,4.2,Card,39.22203245089667
R10614,D035,U250,Kochi,2025-08-05,19.27,511.68,Completed,4.4,Card,26.5531914893617
R10615,D202,U312,Bengaluru,2025-08-29,9.63,727.52,Cancelled,3.5,UPI,75.54724818276219
R10616,D266,U017,Bengaluru,2025-08-21,17.35,122.33,Completed,4.3,Cash,7.0507204610951
R10617,D087,U052,Kochi,2025-07-01,15.12,677.12,Completed,3.1,UPI,44.783068783068785
R10618,D137,U251,Bengaluru,2025-08-16,6.2,242.01,Completed,4.3,Cash,39.03387096774193
R10619,D244,U662,Pune,2025-09-03,3.83,259.28,Completed,3.6,UPI,67.6971279373368
R10620,D226,U059,Bengaluru,2025-07-28,18.78,549.84,Completed,3.1,UPI,29.277955271565496
R10621,D268,U480,Chennai,2025-10-08,1.93,235.88,Cancelled,3.5,Cash,122.21761658031089
R10622,D267,U467,Kochi,2025-08-02,14.57,447.95,Completed,3.7,UPI,30.74468085106383
R10623,D010,U394,Bengaluru,2025-09-04,10.41,310.52,Cancelled,4.6,UPI,29.829010566762726
R10624,D210,U425,Pune,2025-09-26,14.46,678.1,Completed,5.0,Cash,46.89488243430152
R10625,D084,U595,Chennai,2025-08-27,12.77,100.28,Completed,4.4,Cash,7.852779953014879
R10626,D225,U800,Kochi,2025-09-14,14.9,484.4,Completed,3.1,UPI,32.51006711409396
R10627,D071,U178,Chennai,2025-09-09,17.74,135.58,Completed,3.6,UPI,7.64261555806088
R10628,D037,U085,Chennai,2025-10-02,13.31,93.01,Completed,3.6,Cash,6.987978963185575
R10629,D231,U716,Chennai,2025-08-11,1.58,199.79,Completed,4.8,UPI,126.44936708860759
R10630,D221,U269,Chennai,2025-07-12,12.71,735.58,Completed,4.1,UPI,57.87411487018096
R10631,D212,U408,Kochi,2025-09-16,11.26,100.0,Completed,3.5,UPI,8.880994671403197
R10632,D113,U372,Kochi,2025-07-15,3.28,500.91,Cancelled,3.1,Cash,152.71646341463418
R10633,D053,U479,Chennai,2025-09-25,7.66,502.43,Completed,3.8,Cash,65.59138381201045
R10634,D216,U690,Kochi,2025-09-28,8.04,713.67,Completed,4.5,UPI,88.76492537313433
R10635,D024,U667,Kochi,2025-08-04,19.99,125.47,Completed,4.3,Card,6.27663831915958
R10636,D264,U353,Pune,2025-09-30,8.97,529.54,Completed,4.3,Card,59.034559643255285
R10637,D031,U564,Hyderabad,2025-07-23,15.87,77.82,Completed,3.1,UPI,4.90359168241966
R10638,D286,U761,Chennai,2025-09-18,11.8,451.7,Completed,3.6,UPI,38.27966101694915
R10639,D029,U384,Pune,2025-08-27,8.16,696.69,Completed,4.5,UPI,85.37867647058825
R10640,D070,U181,Hyderabad,2025-09-09,5.62,433.81,Cancelled,3.8,UPI,77.19039145907473
R10641,D025,U019,Bengaluru,2025-09-18,1.25,449.67,Completed,3.6,UPI,359.736
R10642,D128,U640,Hyderabad,2025-08-10,12.08,420.27,Completed,3.2,Cash,34.79056291390728
R10643,D211,U237,Pune,2025-08-23,12.15,694.96,Completed,4.1,UPI,57.19835390946502
R10644,D102,U619,Chennai,2025-10-02,9.72,329.14,Completed,4.5,UPI,33.86213991769547
R10645,D233,U587,Pune,2025-09-16,7.14,631.59,Completed,4.9,Cash,88.45798319327731
R10646,D042,U444,Pune,2025-10-02,16.82,234.71,Completed,4.1,Cash,13.95422116527943
R10647,D140,U654,Pune,2025-07-06,10.22,72.89,Completed,4.8,UPI,7.132093933463796
R10648,D020,U707,Pune,2025-10-01,14.27,748.18,Completed,3.4,Card,52.430273300630695
R10649,D052,U467,Bengaluru,2025-08-19,11.08,338.06,Completed,4.5,Cash,30.510830324909747
R10650,D278,U010,Chennai,2025-09-30,4.28,406.81,Completed,3.4,UPI,95.04906542056074
R10651,D224,U612,Chennai,2025-07-20,2.28,474.57,Completed,3.5,UPI,208.1447368421053
R10652,D062,U039,Chennai,2025-09-18,16.7,698.1,Completed,4.0,UPI,41.802395209580844
R10653,D191,U160,Chennai,2025-07-31,4.71,203.82,Completed,4.6,Cash,43.27388535031847
R10654,D282,U043,Hyderabad,2025-08-19,1.89,581.71,Completed,4.5,Cash,307.7830687830688
R10655,D079,U730,Kochi,2025-09-05,7.36,112.75,Completed,3.4,Card,15.31929347826087
R10656,D277,U211,Kochi,2025-10-06,19.64,527.73,Cancelled,3.2,Card,26.870162932790222
R10657,D278,U552,Chennai,2025-08-19,6.61,729.81,Completed,4.5,Cash,110.40998487140695
R10658,D152,U233,Pune,2025-08-03,8.93,336.02,Completed,4.0,UPI,37.628219484882415
R10659,D114,U429,Hyderabad,2025-09-09,5.58,210.2,Completed,3.5,UPI,37.67025089605735
R10660,D247,U025,Hyderabad,2025-09-14,5.55,471.19,Cancelled,4.6,UPI,84.8990990990991
R10661,D005,U450,Bengaluru,2025-10-01,1.53,458.31,Completed,4.7,Card,299.54901960784315
R10662,D135,U220,Hyderabad,2025-08-04,16.89,510.01,Cancelled,3.3,Cash,30.195973949082294
R10663,D185,U341,Bengaluru,2025-09-12,3.2,249.27,Completed,4.4,UPI,77.896875
R10664,D076,U115,Pune,2025-08-07,5.34,742.47,Completed,3.3,Cash,139.03932584269663
R10665,D157,U335,Chennai,2025-09-05,3.04,575.08,Completed,4.3,UPI,189.17105263157896
R10666,D270,U261,Pune,2025-07-07,6.31,63.16,Completed,3.7,UPI,10.009508716323296
R10667,D225,U730,Bengaluru,2025-07-02,8.56,125.18,Cancelled,3.6,Cash,14.623831775700934
R10668,D173,U250,Kochi,2025-08-06,1.63,763.45,Cancelled,4.7,UPI,468.3742331288344
R10669,D249,U586,Kochi,2025-09-16,11.16,183.8,Completed,4.2,UPI,16.469534050179213
R10670,D080,U289,Pune,2025-09-26,7.82,545.01,Cancelled,4.9,Cash,69.69437340153452
R10671,D188,U360,Hyderabad,2025-07-21,3.97,256.65,Completed,3.1,UPI,64.64735516372795
R10672,D116,U274,Bengaluru,2025-07-04,11.54,316.05,Cancelled,3.4,Card,27.387348353552863
R10673,D216,U227,Chennai,2025-10-02,8.13,499.9,Completed,3.4,UPI,61.488314883148824
R10674,D145,U475,Chennai,2025-10-07,14.69,108.0,Completed,4.9,UPI,7.351940095302927
R10675,D009,U549,Pune,2025-09-21,14.58,264.71,Completed,4.7,UPI,18.155692729766802
R10676,D036,U697,Kochi,2025-07-08,6.97,587.37,Completed,4.8,Cash,84.27116212338595
R10677,D101,U753,Pune,2025-09-12,11.76,287.06,Completed,4.1,Card,24.40986394557823
R10678,D299,U258,Kochi,2025-08-02,15.71,665.11,Completed,5.0,UPI,42.336728198599616
R10679,D252,U716,Pune,2025-07-18,3.34,379.72,Completed,4.9,Card,113.68862275449104
R10680,D099,U065,Chennai,2025-07-25,5.84,661.29,Completed,4.9,UPI,113.23458904109589
R10681,D054,U085,Pune,2025-07-25,8.92,349.6,Completed,3.4,UPI,39.19282511210763
R10682,D232,U715,Pune,2025-07-23,1.09,613.04,Completed,3.8,Cash,562.4220183486237
R10683,D056,U599,Pune,2025-07-12,15.52,106.48,Cancelled,3.4,UPI,6.860824742268042
R10684,D027,U600,Chennai,2025-08-20,13.98,658.1,Completed,4.8,Cash,47.07439198855508
R10685,D204,U296,Hyderabad,2025-09-18,11.94,333.72,Completed,3.4,Cash,27.949748743718597
R10686,D229,U745,Pune,2025-10-08,18.27,329.48,Completed,3.8,UPI,18.03393541324576
R10687,D246,U171,Bengaluru,2025-09-25,5.26,571.85,Completed,4.4,UPI,108.71673003802282
R10688,D221,U226,Pune,2025-08-19,3.38,778.72,Completed,4.1,UPI,230.39053254437871
R10689,D093,U428,Pune,2025-10-06,9.71,402.92,Completed,4.5,Cash,41.49536560247168
R10690,D032,U415,Bengaluru,2025-07-16,14.85,506.06,Completed,4.7,Card,34.07811447811448
R10691,D178,U625,Hyderabad,2025-07-02,15.81,395.65,Completed,4.9,UPI,25.025300442757747
R10692,D114,U172,Hyderabad,2025-07-11,13.85,263.09,Completed,4.8,UPI,18.9956678700361
R10693,D082,U269,Bengaluru,2025-08-16,17.44,660.54,Completed,3.6,UPI,37.87499999999999
R10694,D220,U768,Chennai,2025-09-06,17.42,633.77,Cancelled,5.0,Cash,36.38174512055109
R10695,D110,U155,Chennai,2025-07-07,7.39,93.0,Completed,5.0,UPI,12.584573748308525
R10696,D245,U331,Pune,2025-08-11,9.44,751.91,Completed,3.7,UPI,79.65148305084746
R10697,D225,U300,Pune,2025-07-04,12.03,442.42,Completed,4.3,UPI,36.776392352452206
R10698,D123,U134,Kochi,2025-08-29,17.37,584.52,Completed,4.8,Cash,33.65112262521588
R10699,D075,U609,Chennai,2025-10-06,7.24,555.46,Completed,5.0,UPI,76.72099447513813
R10700,D025,U128,Kochi,2025-07-16,18.63,778.47,Completed,3.5,UPI,41.78582930756844
R10701,D260,U792,Chennai,2025-07-15,16.23,696.67,Completed,4.3,UPI,42.924830560690076
R10702,D112,U411,Bengaluru,2025-09-01,16.93,86.84,Completed,4.9,UPI,5.129356172474897
R10703,D276,U342,Pune,2025-08-16,13.24,215.8,Completed,4.7,UPI,16.299093655589125
R10704,D254,U514,Hyderabad,2025-08-09,8.31,650.43,Completed,4.3,Cash,78.27075812274367
R10705,D212,U026,Pune,2025-07-23,10.64,739.83,Completed,4.7,UPI,69.53289473684211
R10706,D223,U598,Chennai,2025-07-02,19.6,514.48,Completed,4.1,UPI,26.248979591836733
R10707,D057,U659,Hyderabad,2025-08-09,1.58,237.11,Completed,3.7,UPI,150.06962025316457
R10708,D142,U348,Pune,2025-08-24,6.94,689.58,Completed,4.6,UPI,99.36311239193084
R10709,D054,U743,Pune,2025-09-03,18.04,338.08,Completed,3.8,UPI,18.74057649667406
R10710,D268,U316,Hyderabad,2025-07-07,12.97,572.76,Completed,3.3,UPI,44.1603700848111
R10711,D226,U657,Chennai,2025-07-21,16.15,770.78,Completed,4.3,UPI,47.72631578947369
R10712,D077,U015,Hyderabad,2025-08-22,6.95,555.44,Completed,4.1,UPI,79.91942446043166
R10713,D108,U157,Bengaluru,2025-07-16,10.25,358.85,Completed,3.5,Card,35.00975609756098
R10714,D166,U434,Pune,2025-09-30,19.53,179.8,Completed,3.3,UPI,9.206349206349206
R10715,D068,U147,Pune,2025-08-27,18.08,294.38,Cancelled,3.4,UPI,16.2820796460177
R10716,D280,U681,Hyderabad,2025-07-24,7.2,84.87,Completed,4.1,UPI,11.7875
R10717,D277,U543,Kochi,2025-07-06,1.41,162.05,Cancelled,3.1,UPI,114.92907801418441
R10718,D016,U399,Pune,2025-07-15,13.01,772.44,Completed,4.0,UPI,59.3727901614143
R10719,D051,U525,Hyderabad,2025-08-07,17.73,449.45,Completed,4.5,Cash,25.349689791314155
R10720,D296,U485,Hyderabad,2025-08-04,14.34,248.59,Completed,3.7,UPI,17.33542538354254
R10721,D229,U153,Pune,2025-08-28,19.08,366.35,Completed,3.5,Cash,19.200733752620547
R10722,D270,U026,Kochi,2025-08-07,17.53,683.49,Completed,4.9,UPI,38.98973188819167
R10723,D167,U800,Bengaluru,2025-07-25,7.55,57.22,Completed,4.7,UPI,7.578807947019867
R10724,D278,U729,Pune,2025-08-29,2.62,743.83,Completed,4.3,Cash,283.90458015267177
R10725,D092,U616,Bengaluru,2025-08-25,1.37,269.43,Completed,3.2,Cash,196.66423357664232
R10726,D156,U243,Bengaluru,2025-07-21,12.26,624.22,Completed,3.8,UPI,50.915171288743885
R10727,D236,U320,Pune,2025-07-05,19.21,149.16,Completed,4.3,UPI,7.76470588235294
R10728,D243,U180,Kochi,2025-10-06,14.24,723.48,Completed,3.5,UPI,50.8061797752809
R10729,D017,U451,Pune,2025-09-11,6.04,713.1,Completed,3.4,UPI,118.06291390728477
R10730,D194,U586,Hyderabad,2025-09-30,2.64,197.41,Completed,4.7,UPI,74.77651515151514
R10731,D184,U671,Kochi,2025-08-29,19.16,719.15,Completed,4.4,Cash,37.5339248434238
R10732,D017,U231,Chennai,2025-07-05,4.59,68.82,Completed,4.8,UPI,14.99346405228758
R10733,D169,U348,Pune,2025-07-01,1.73,336.11,Completed,3.4,UPI,194.28323699421966
R10734,D141,U170,Bengaluru,2025-09-26,4.47,451.94,Completed,4.9,Cash,101.10514541387025
R10735,D288,U681,Kochi,2025-08-07,2.95,375.78,Completed,4.8,UPI,127.38305084745761
R10736,D108,U645,Chennai,2025-09-17,4.79,613.45,Completed,3.5,UPI,128.06889352818374
R10737,D093,U628,Chennai,2025-07-18,7.15,518.23,Completed,3.2,Cash,72.47972027972028
R10738,D274,U651,Kochi,2025-09-17,14.29,628.07,Completed,4.6,Cash,43.95171448565431
R10739,D250,U043,Pune,2025-07-05,16.2,542.7,Cancelled,3.2,UPI,33.50000000000001
R10740,D299,U202,Hyderabad,2025-07-15,4.7,720.31,Completed,3.3,UPI,153.25744680851062
R10741,D027,U624,Chennai,2025-08-15,8.35,462.0,Completed,3.6,UPI,55.32934131736527
R10742,D287,U479,Bengaluru,2025-09-06,10.9,86.86,Completed,3.2,UPI,7.968807339449541
R10743,D087,U661,Bengaluru,2025-08-31,1.26,779.69,Completed,3.8,UPI,618.8015873015873
R10744,D114,U797,Bengaluru,2025-09-25,8.73,118.42,Completed,4.5,UPI,13.564719358533791
R10745,D084,U800,Chennai,2025-09-05,14.38,628.67,Cancelled,3.1,UPI,43.7183588317107
R10746,D003,U413,Chennai,2025-07-15,15.64,169.57,Completed,3.9,UPI,10.842071611253196
R10747,D211,U268,Pune,2025-08-15,14.11,489.05,Completed,4.4,Cash,34.65981573352233
R10748,D198,U108,Kochi,2025-10-08,13.8,84.88,Completed,4.8,Card,6.150724637681159
R10749,D095,U004,Bengaluru,2025-08-06,12.19,146.34,Completed,3.1,UPI,12.004922067268254
R10750,D023,U423,Bengaluru,2025-08-30,12.44,256.21,Completed,3.3,UPI,20.595659163987136
R10751,D278,U098,Hyderabad,2025-10-05,5.84,310.37,Completed,3.4,Cash,53.14554794520548
R10752,D265,U783,Pune,2025-09-17,7.63,248.3,Completed,3.5,UPI,32.542595019659245
R10753,D127,U330,Bengaluru,2025-07-28,7.29,701.83,Completed,3.1,UPI,96.27297668038409
R10754,D232,U328,Pune,2025-07-18,9.87,446.6,Completed,4.3,Cash,45.24822695035461
R10755,D109,U641,Kochi,2025-08-11,12.01,764.67,Completed,3.6,Cash,63.669442131557034
R10756,D172,U300,Hyderabad,2025-10-09,6.42,258.73,Completed,4.8,UPI,40.3006230529595
R10757,D081,U463,Hyderabad,2025-07-21,9.8,136.21,Completed,3.4,UPI,13.898979591836735
R10758,D149,U117,Kochi,2025-09-13,16.69,764.29,Completed,4.1,Cash,45.79328939484721
R10759,D006,U778,Chennai,2025-09-16,8.45,91.77,Completed,4.7,UPI,10.860355029585799
R10760,D097,U386,Bengaluru,2025-09-01,12.91,284.34,Completed,3.6,Cash,22.024786986831913
R10761,D294,U652,Bengaluru,2025-07-22,8.27,622.46,Cancelled,4.1,UPI,75.26723095525999
R10762,D136,U657,Kochi,2025-10-02,13.17,578.95,Completed,4.3,UPI,43.95975702353835
R10763,D287,U628,Pune,2025-07-16,18.89,73.62,Completed,4.2,UPI,3.8973001588141876
R10764,D126,U706,Bengaluru,2025-09-29,1.88,761.28,Completed,4.8,Cash,404.93617021276594
R10765,D298,U760,Bengaluru,2025-07-22,11.73,63.68,Completed,4.5,UPI,5.4288150042625745
R10766,D295,U229,Bengaluru,2025-07-24,10.13,350.3,Cancelled,3.4,UPI,34.58045409674235
R10767,D008,U355,Kochi,2025-09-18,3.65,675.61,Completed,4.3,Cash,185.09863013698632
R10768,D003,U326,Chennai,2025-09-05,5.21,727.59,Cancelled,4.5,UPI,139.65259117082533
R10769,D203,U344,Kochi,2025-09-17,9.4,732.93,Completed,4.6,Cash,77.97127659574467
R10770,D178,U269,Bengaluru,2025-09-10,17.35,527.7,Cancelled,3.5,UPI,30.414985590778098
R10771,D184,U116,Hyderabad,2025-09-13,8.91,504.63,Completed,3.4,UPI,56.63636363636363
R10772,D045,U434,Bengaluru,2025-08-25,9.3,52.46,Completed,4.6,Card,5.640860215053763
R10773,D152,U514,Bengaluru,2025-08-06,16.98,277.32,Completed,3.4,Cash,16.3321554770318
R10774,D167,U239,Kochi,2025-10-06,7.11,635.86,Completed,3.5,UPI,89.43178621659634
R10775,D280,U160,Hyderabad,2025-07-23,16.93,312.88,Cancelled,3.0,UPI,18.480803307737744
R10776,D252,U702,Bengaluru,2025-08-04,12.63,120.66,Completed,4.4,UPI,9.553444180522565
R10777,D239,U130,Chennai,2025-09-05,12.19,243.57,Completed,3.1,UPI,19.9811320754717
R10778,D149,U258,Chennai,2025-07-28,8.19,327.46,Cancelled,4.8,UPI,39.98290598290598
R10779,D117,U020,Chennai,2025-08-07,4.49,85.95,Completed,4.7,UPI,19.142538975501115
R10780,D298,U621,Hyderabad,2025-09-19,9.8,542.76,Completed,4.1,Card,55.38367346938775
R10781,D189,U640,Bengaluru,2025-07-30,9.49,201.16,Completed,3.3,UPI,21.19704952581665
R10782,D173,U499,Bengaluru,2025-07-04,14.43,228.28,Completed,4.5,UPI,15.81981981981982
R10783,D030,U720,Pune,2025-07-10,13.43,507.46,Completed,3.6,UPI,37.785554728220404
R10784,D184,U581,Hyderabad,2025-07-19,17.96,713.79,Completed,3.8,Cash,39.74331848552338
R10785,D170,U209,Hyderabad,2025-08-21,13.99,313.18,Completed,3.0,UPI,22.385989992852036
R10786,D161,U768,Pune,2025-08-20,3.44,135.47,Completed,5.0,Cash,39.38081395348837
R10787,D271,U194,Hyderabad,2025-07-13,17.8,447.56,Completed,4.2,Cash,25.1438202247191
R10788,D123,U420,Pune,2025-08-04,13.4,789.65,Completed,5.0,Cash,58.929104477611936
R10789,D107,U126,Kochi,2025-09-17,5.42,232.96,Completed,4.2,UPI,42.981549815498155
R10790,D183,U025,Kochi,2025-07-01,12.42,643.26,Cancelled,3.7,UPI,51.792270531400966
R10791,D037,U086,Bengaluru,2025-10-09,4.15,310.32,Completed,4.3,UPI,74.77590361445782
R10792,D216,U175,Pune,2025-09-19,3.44,733.93,Completed,5.0,UPI,213.3517441860465
R10793,D002,U392,Bengaluru,2025-09-04,9.17,786.19,Completed,3.4,UPI,85.73500545256272
R10794,D088,U658,Pune,2025-09-28,7.07,210.49,Completed,4.4,UPI,29.77227722772277
R10795,D232,U640,Chennai,2025-08-27,13.36,650.64,Completed,4.0,Card,48.70059880239521
R10796,D149,U485,Chennai,2025-09-21,16.37,103.23,Cancelled,3.4,UPI,6.306047648136835
R10797,D146,U611,Pune,2025-09-12,13.12,105.12,Completed,3.1,UPI,8.01219512195122
R10798,D289,U796,Pune,2025-07-28,19.78,371.29,Completed,4.3,UPI,18.77098078867543
R10799,D108,U714,Pune,2025-07-29,14.72,114.48,Completed,4.3,UPI,7.7771739130434785
R10800,D225,U324,Bengaluru,2025-10-07,6.82,328.14,Completed,3.6,UPI,48.11436950146627
R10801,D055,U281,Hyderabad,2025-07-31,17.31,725.11,Cancelled,4.9,Card,41.88965915655691
R10802,D089,U788,Bengaluru,2025-09-01,7.78,640.27,Completed,3.2,UPI,82.29691516709511
R10803,D139,U226,Kochi,2025-09-04,19.06,199.26,Completed,3.7,UPI,10.454354669464848
R10804,D022,U613,Kochi,2025-08-14,7.56,68.83,Completed,4.3,Cash,9.104497354497354
R10805,D242,U624,Bengaluru,2025-07-05,3.95,209.63,Completed,3.9,UPI,53.07088607594936
R10806,D207,U062,Kochi,2025-08-27,14.88,68.63,Cancelled,3.8,Card,4.612231182795698
R10807,D043,U174,Pune,2025-10-04,10.77,661.99,Completed,4.7,UPI,61.4661095636026
R10808,D102,U061,Pune,2025-09-24,10.93,681.93,Completed,3.7,Cash,62.39066788655077
R10809,D114,U572,Bengaluru,2025-07-11,14.48,716.78,Completed,3.5,UPI,49.50138121546961
R10810,D017,U165,Chennai,2025-08-11,17.05,384.76,Completed,4.3,Cash,22.56656891495601
R10811,D267,U176,Hyderabad,2025-10-03,3.86,524.56,Completed,4.4,UPI,135.8963730569948
R10812,D012,U459,Kochi,2025-10-07,1.76,197.51,Completed,3.4,UPI,112.2215909090909
R10813,D224,U162,Kochi,2025-10-06,18.88,268.04,Cancelled,3.0,UPI,14.197033898305087
R10814,D239,U508,Kochi,2025-09-13,11.86,284.76,Completed,3.1,UPI,24.01011804384486
R10815,D167,U225,Chennai,2025-08-03,9.39,514.71,Completed,4.6,Cash,54.814696485623
R10816,D214,U018,Kochi,2025-09-05,17.65,636.55,Completed,4.4,UPI,36.06515580736544
R10817,D215,U354,Hyderabad,2025-09-01,10.5,799.74,Completed,3.1,Card,76.16571428571429
R10818,D177,U590,Kochi,2025-08-18,19.28,236.69,Completed,3.2,UPI,12.276452282157676
R10819,D126,U230,Chennai,2025-10-07,14.92,320.0,Completed,3.3,UPI,21.447721179624665
R10820,D210,U750,Bengaluru,2025-09-12,16.87,371.37,Completed,4.3,Cash,22.01363366923533
R10821,D117,U406,Pune,2025-07-22,11.53,486.32,Completed,3.6,UPI,42.178664353859496
R10822,D242,U330,Chennai,2025-07-04,8.31,203.0,Cancelled,3.1,UPI,24.428399518652224
R10823,D117,U676,Hyderabad,2025-09-13,12.86,688.01,Completed,4.9,UPI,53.5
