ride_id,driver_id,user_id,city,ride_date,distance_km,fare_amount,ride_status,driver_rating,payment_mode
R10652,D062,U039,Chennai,2025-09-18,16.7,698.1,Completed,4.0,UPI
R10653,D191,U160,Chennai,2025-07-31,4.71,203.82,Completed,4.6,Cash
R10654,D282,U043,Hyderabad,2025-08-19,1.89,581.71,Completed,4.5,Cash
R10655,D079,U730,Kochi,2025-09-05,7.36,112.75,Completed,3.4,Card
R10656,D277,U211,Kochi,2025-10-06,19.64,527.73,Cancelled,3.2,Card
R10657,D278,U552,Chennai,2025-08-19,6.61,729.81,Completed,4.5,Cash
R10658,D152,U233,Pune,2025-08-03,8.93,336.02,Completed,4.0,UPI
R10659,D114,U429,Hyderabad,2025-09-09,5.58,210.2,Completed,3.5,UPI
R10660,D247,U025,Hyderabad,2025-09-14,5.55,471.19,Cancelled,4.6,UPI
R10661,D005,U450,Bengaluru,2025-10-01,1.53,458.31,Completed,4.7,Card
R10662,D135,U220,Hyderabad,2025-08-04,16.89,510.01,Cancelled,3.3,Cash
R10663,D185,U341,Bengaluru,2025-09-12,3.2,249.27,Completed,4.4,UPI
R10664,D076,U115,Pune,2025-08-07,5.34,742.47,Completed,3.3,Cash
R10665,D157,U335,Chennai,2025-09-05,3.04,575.08,Completed,4.3,UPI
R10666,D270,U261,Pune,2025-07-07,6.31,63.16,Completed,3.7,UPI
R10667,D225,U730,Bengaluru,2025-07-02,8.56,125.18,Cancelled,3.6,Cash
R10668,D173,U250,Kochi,2025-08-06,1.63,763.45,Cancelled,4.7,UPI
R10669,D249,U586,Kochi,2025-09-16,11.16,183.8,Completed,4.2,UPI
R10670,D080,U289,Pune,2025-09-26,7.82,545.01,Cancelled,4.9,Cash
R10671,D188,U360,Hyderabad,2025-07-21,3.97,256.65,Completed,3.1,UPI
R10672,D116,U274,Bengaluru,2025-07-04,11.54,316.05,Cancelled,3.4,Card
R10673,D216,U227,Chennai,2025-10-02,8.13,499.9,Completed,3.4,UPI
R10674,D145,U475,Chennai,2025-10-07,14.69,108.0,Completed,4.9,UPI
R10675,D009,U549,Pune,2025-09-21,14.58,264.71,Completed,4.7,UPI
R10676,D036,U697,Kochi,2025-07-08,6.97,587.37,Completed,4.8,Cash
R10677,D101,U753,Pune,2025-09-12,11.76,287.06,Completed,4.1,Card
R10678,D299,U258,Kochi,2025-08-02,15.71,665.11,Completed,5.0,UPI
R10679,D252,U716,Pune,2025-07-18,3.34,379.72,Completed,4.9,Card
R10680,D099,U065,Chennai,2025-07-25,5.84,661.29,Completed,4.9,UPI
R10681,D054,U085,Pune,2025-07-25,8.92,349.6,Completed,3.4,UPI
R10682,D232,U715,Pune,2025-07-23,1.09,613.04,Completed,3.8,Cash
R10683,D056,U599,Pune,2025-07-12,15.52,106.48,Cancelled,3.4,UPI
R10684,D027,U600,Chennai,2025-08-20,13.98,658.1,Completed,4.8,Cash
R10685,D204,U296,Hyderabad,2025-09-18,11.94,333.72,Completed,3.4,Cash
R10686,D229,U745,Pune,2025-10-08,18.27,329.48,Completed,3.8,UPI
R10687,D246,U171,Bengaluru,2025-09-25,5.26,571.85,Completed,4.4,UPI
R10688,D221,U226,Pune,2025-08-19,3.38,778.72,Completed,4.1,UPI
R10689,D093,U428,Pune,2025-10-06,9.71,402.92,Completed,4.5,Cash
R10690,D032,U415,Bengaluru,2025-07-16,14.85,506.06,Completed,4.7,Card
R10691,D178,U625,Hyderabad,2025-07-02,15.81,395.65,Completed,4.9,UPI
R10692,D114,U172,Hyderabad,2025-07-11,13.85,263.09,Completed,4.8,UPI
R10693,D082,U269,Bengaluru,2025-08-16,17.44,660.54,Completed,3.6,UPI
R10694,D220,U768,Chennai,2025-09-06,17.42,633.77,Cancelled,5.0,Cash
R10695,D110,U155,Chennai,2025-07-07,7.39,93.0,Completed,5.0,UPI
R10696,D245,U331,Pune,2025-08-11,9.44,751.91,Completed,3.7,UPI
R10697,D225,U300,Pune,2025-07-04,12.03,442.42,Completed,4.3,UPI
R10698,D123,U134,Kochi,2025-08-29,17.37,584.52,Completed,4.8,Cash
R10699,D075,U609,Chennai,2025-10-06,7.24,555.46,Completed,5.0,UPI
R10700,D025,U128,Kochi,2025-07-16,18.63,778.47,Completed,3.5,UPI
R10701,D260,U792,Chennai,2025-07-15,16.23,696.67,Completed,4.3,UPI
R10702,D112,U411,Bengaluru,2025-09-01,16.93,86.84,Completed,4.9,UPI
R10703,D276,U342,Pune,2025-08-16,13.24,215.8,Completed,4.7,UPI
R10704,D254,U514,Hyderabad,2025-08-09,8.31,650.43,Completed,4.3,Cash
R10705,D212,U026,Pune,2025-07-23,10.64,739.83,Completed,4.7,UPI
R10706,D223,U598,Chennai,2025-07-02,19.6,514.48,Completed,4.1,UPI
R10707,D057,U659,Hyderabad,2025-08-09,1.58,237.11,Completed,3.7,UPI
R10708,D142,U348,Pune,2025-08-24,6.94,689.58,Completed,4.6,UPI
R10709,D054,U743,Pune,2025-09-03,18.04,338.08,Completed,3.8,UPI
R10710,D268,U316,Hyderabad,2025-07-07,12.97,572.76,Completed,3.3,UPI
R10711,D226,U657,Chennai,2025-07-21,16.15,770.78,Completed,4.3,UPI
R10712,D077,U015,Hyderabad,2025-08-22,6.95,555.44,Completed,4.1,UPI
R10713,D108,U157,Bengaluru,2025-07-16,10.25,358.85,Completed,3.5,Card
R10714,D166,U434,Pune,2025-09-30,19.53,179.8,Completed,3.3,UPI
R10715,D068,U147,Pune,2025-08-27,18.08,294.38,Cancelled,3.4,UPI
R10716,D280,U681,Hyderabad,2025-07-24,7.2,84.87,Completed,4.1,UPI
R10717,D277,U543,Kochi,2025-07-06,1.41,162.05,Cancelled,3.1,UPI
R10718,D016,U399,Pune,2025-07-15,13.01,772.44,Completed,4.0,UPI
R10719,D051,U525,Hyderabad,2025-08-07,17.73,449.45,Completed,4.5,Cash
R10720,D296,U485,Hyderabad,2025-08-04,14.34,248.59,Completed,3.7,UPI
R10721,D229,U153,Pune,2025-08-28,19.08,366.35,Completed,3.5,Cash
R10722,D270,U026,Kochi,2025-08-07,17.53,683.49,Completed,4.9,UPI
R10723,D167,U800,Bengaluru,2025-07-25,7.55,57.22,Completed,4.7,UPI
R10724,D278,U729,Pune,2025-08-29,2.62,743.83,Completed,4.3,Cash
R10725,D092,U616,Bengaluru,2025-08-25,1.37,269.43,Completed,3.2,Cash
R10726,D156,U243,Bengaluru,2025-07-21,12.26,624.22,Completed,3.8,UPI
R10727,D236,U320,Pune,2025-07-05,19.21,149.16,Completed,4.3,UPI
R10728,D243,U180,Kochi,2025-10-06,14.24,723.48,Completed,3.5,UPI
R10729,D017,U451,Pune,2025-09-11,6.04,713.1,Completed,3.4,UPI
R10730,D194,U586,Hyderabad,2025-09-30,2.64,197.41,Completed,4.7,UPI
R10731,D184,U671,Kochi,2025-08-29,19.16,719.15,Completed,4.4,Cash
R10732,D017,U231,Chennai,2025-07-05,4.59,68.82,Completed,4.8,UPI
R10733,D169,U348,Pune,2025-07-01,1.73,336.11,Completed,3.4,UPI
R10734,D141,U170,Bengaluru,2025-09-26,4.47,451.94,Completed,4.9,Cash
R10735,D288,U681,Kochi,2025-08-07,2.95,375.78,Completed,4.8,UPI
R10736,D108,U645,Chennai,2025-09-17,4.79,613.45,Completed,3.5,UPI
R10737,D093,U628,Chennai,2025-07-18,7.15,518.23,Completed,3.2,Cash
R10738,D274,U651,Kochi,2025-09-17,14.29,628.07,Completed,4.6,Cash
R10739,D250,U043,Pune,2025-07-05,16.2,542.7,Cancelled,3.2,UPI
R10740,D299,U202,Hyderabad,2025-07-15,4.7,720.31,Completed,3.3,UPI
R10741,D027,U624,Chennai,2025-08-15,8.35,462.0,Completed,3.6,UPI
R10742,D287,U479,Bengaluru,2025-09-06,10.9,86.86,Completed,3.2,UPI
R10743,D087,U661,Bengaluru,2025-08-31,1.26,779.69,Completed,3.8,UPI
R10744,D114,U797,Bengaluru,2025-09-25,8.73,118.42,Completed,4.5,UPI
R10745,D084,U800,Chennai,2025-09-05,14.38,628.67,Cancelled,3.1,UPI
R10746,D003,U413,Chennai,2025-07-15,15.64,169.57,Completed,3.9,UPI
R10747,D211,U268,Pune,2025-08-15,14.11,489.05,Completed,4.4,Cash
R10748,D198,U108,Kochi,2025-10-08,13.8,84.88,Completed,4.8,Card
R10749,D095,U004,Bengaluru,2025-08-06,12.19,146.34,Completed,3.1,UPI
R10750,D023,U423,Bengaluru,2025-08-30,12.44,256.21,Completed,3.3,UPI
R10751,D278,U098,Hyderabad,2025-10-05,5.84,310.37,Completed,3.4,Cash
R10752,D265,U783,Pune,2025-09-17,7.63,248.3,Completed,3.5,UPI
R10753,D127,U330,Bengaluru,2025-07-28,7.29,701.83,Completed,3.1,UPI
R10754,D232,U328,Pune,2025-07-18,9.87,446.6,Completed,4.3,Cash
R10755,D109,U641,Kochi,2025-08-11,12.01,764.67,Completed,3.6,Cash
R10756,D172,U300,Hyderabad,2025-10-09,6.42,258.73,Completed,4.8,UPI
R10757,D081,U463,Hyderabad,2025-07-21,9.8,136.21,Completed,3.4,UPI
R10758,D149,U117,Kochi,2025-09-13,16.69,764.29,Completed,4.1,Cash
R10759,D006,U778,Chennai,2025-09-16,8.45,91.77,Completed,4.7,UPI
R10760,D097,U386,Bengaluru,2025-09-01,12.91,284.34,Completed,3.6,Cash
R10761,D294,U652,Bengaluru,2025-07-22,8.27,622.46,Cancelled,4.1,UPI
R10762,D136,U657,Kochi,2025-10-02,13.17,578.95,Completed,4.3,UPI
R10763,D287,U628,Pune,2025-07-16,18.89,73.62,Completed,4.2,UPI
R10764,D126,U706,Bengaluru,2025-09-29,1.88,761.28,Completed,4.8,Cash
R10765,D298,U760,Bengaluru,2025-07-22,11.73,63.68,Completed,4.5,UPI
R10766,D295,U229,Bengaluru,2025-07-24,10.13,350.3,Cancelled,3.4,UPI
R10767,D008,U355,Kochi,2025-09-18,3.65,675.61,Completed,4.3,Cash
R10768,D003,U326,Chennai,2025-09-05,5.21,727.59,Cancelled,4.5,UPI
R10769,D203,U344,Kochi,2025-09-17,9.4,732.93,Completed,4.6,Cash
R10770,D178,U269,Bengaluru,2025-09-10,17.35,527.7,Cancelled,3.5,UPI
R10771,D184,U116,Hyderabad,2025-09-13,8.91,504.63,Completed,3.4,UPI
R10772,D045,U434,Bengaluru,2025-08-25,9.3,52.46,Completed,4.6,Card
R10773,D152,U514,Bengaluru,2025-08-06,16.98,277.32,Completed,3.4,Cash
R10774,D167,U239,Kochi,2025-10-06,7.11,635.86,Completed,3.5,UPI
R10775,D280,U160,Hyderabad,2025-07-23,16.93,312.88,Cancelled,3.0,UPI
R10776,D252,U702,Bengaluru,2025-08-04,12.63,120.66,Completed,4.4,UPI
R10777,D239,U130,Chennai,2025-09-05,12.19,243.57,Completed,3.1,UPI
R10778,D149,U258,Chennai,2025-07-28,8.19,327.46,Cancelled,4.8,UPI
R10779,D117,U020,Chennai,2025-08-07,4.49,85.95,Completed,4.7,UPI
R10780,D298,U621,Hyderabad,2025-09-19,9.8,542.76,Completed,4.1,Card
R10781,D189,U640,Bengaluru,2025-07-30,9.49,201.16,Completed,3.3,UPI
R10782,D173,U499,Bengaluru,2025-07-04,14.43,228.28,Completed,4.5,UPI
R10783,D030,U720,Pune,2025-07-10,13.43,507.46,Completed,3.6,UPI
R10784,D184,U581,Hyderabad,2025-07-19,17.96,713.79,Completed,3.8,Cash
R10785,D170,U209,Hyderabad,2025-08-21,13.99,313.18,Completed,3.0,UPI
R10786,D161,U768,Pune,2025-08-20,3.44,135.47,Completed,5.0,Cash
R10787,D271,U194,Hyderabad,2025-07-13,17.8,447.56,Completed,4.2,Cash
R10788,D123,U420,Pune,2025-08-04,13.4,789.65,Completed,5.0,Cash
R10789,D107,U126,Kochi,2025-09-17,5.42,232.96,Completed,4.2,UPI
R10790,D183,U025,Kochi,2025-07-01,12.42,643.26,Cancelled,3.7,UPI
R10791,D037,U086,Bengaluru,2025-10-09,4.15,310.32,Completed,4.3,UPI
R10792,D216,U175,Pune,2025-09-19,3.44,733.93,Completed,5.0,UPI
R10793,D002,U392,Bengaluru,2025-09-04,9.17,786.19,Completed,3.4,UPI
R10794,D088,U658,Pune,2025-09-28,7.07,210.49,Completed,4.4,UPI
R10795,D232,U640,Chennai,2025-08-27,13.36,650.64,Completed,4.0,Card
R10796,D149,U485,Chennai,2025-09-21,16.37,103.23,Cancelled,3.4,UPI
R10797,D146,U611,Pune,2025-09-12,13.12,105.12,Completed,3.1,UPI
R10798,D289,U796,Pune,2025-07-28,19.78,371.29,Completed,4.3,UPI
R10799,D108,U714,Pune,2025-07-29,14.72,114.48,Completed,4.3,UPI
R10800,D225,U324,Bengaluru,2025-10-07,6.82,328.14,Completed,3.6,UPI
R10801,D055,U281,Hyderabad,2025-07-31,17.31,725.11,Cancelled,4.9,Card
R10802,D089,U788,Bengaluru,2025-09-01,7.78,640.27,Completed,3.2,UPI
R10803,D139,U226,Kochi,2025-09-04,19.06,199.26,Completed,3.7,UPI
R10804,D022,U613,Kochi,2025-08-14,7.56,68.83,Completed,4.3,Cash
R10805,D242,U624,Bengaluru,2025-07-05,3.95,209.63,Completed,3.9,UPI
R10806,D207,U062,Kochi,2025-08-27,14.88,68.63,Cancelled,3.8,Card
R10807,D043,U174,Pune,2025-10-04,10.77,661.99,Completed,4.7,UPI
R10808,D102,U061,Pune,2025-09-24,10.93,681.93,Completed,3.7,Cash
R10809,D114,U572,Bengaluru,2025-07-11,14.48,716.78,Completed,3.5,UPI
R10810,D017,U165,Chennai,2025-08-11,17.05,384.76,Completed,4.3,Cash
R10811,D267,U176,Hyderabad,2025-10-03,3.86,524.56,Completed,4.4,UPI
R10812,D012,U459,Kochi,2025-10-07,1.76,197.51,Completed,3.4,UPI
R10813,D224,U162,Kochi,2025-10-06,18.88,268.04,Cancelled,3.0,UPI
R10814,D239,U508,Kochi,2025-09-13,11.86,284.76,Completed,3.1,UPI
R10815,D167,U225,Chennai,2025-08-03,9.39,514.71,Completed,4.6,Cash
R10816,D214,U018,Kochi,2025-09-05,17.65,636.55,Completed,4.4,UPI
R10817,D215,U354,Hyderabad,2025-09-01,10.5,799.74,Completed,3.1,Card
R10818,D177,U590,Kochi,2025-08-18,19.28,236.69,Completed,3.2,UPI
R10819,D126,U230,Chennai,2025-10-07,14.92,320.0,Completed,3.3,UPI
R10820,D210,U750,Bengaluru,2025-09-12,16.87,371.37,Completed,4.3,Cash
R10821,D117,U406,Pune,2025-07-22,11.53,486.32,Completed,3.6,UPI
R10822,D242,U330,Chennai,2025-07-04,8.31,203.0,Cancelled,3.1,UPI
R10823,D117,U676,Hyderabad,2025-09-13,12.86,688.01,Completed,4.9,UPI
R10824,D240,U327,Bengaluru,2025-10-08,4.83,434.03,Completed,3.2,Card
R10825,D045,U193,Hyderabad,2025-07-23,11.54,789.18,Cancelled,4.6,UPI
R10826,D010,U060,Chennai,2025-10-08,16.55,406.25,Completed,4.9,Cash
R10827,D281,U369,Hyderabad,2025-08-10,16.19,353.77,Completed,3.7,Cash
R10828,D147,U248,Pune,2025-08-07,5.88,578.67,Completed,3.9,Cash
R10829,D103,U441,Pune,2025-10-09,8.02,133.31,Completed,3.3,UPI
R10830,D216,U649,Hyderabad,2025-08-15,8.86,487.91,Completed,3.5,Card
R10831,D273,U165,Chennai,2025-08-23,2.76,340.93,Completed,4.8,Card
R10832,D152,U746,Hyderabad,2025-07-29,5.53,405.8,Completed,3.9,Cash
R10833,D079,U077,Hyderabad,2025-07-05,18.48,59.44,Completed,3.4,Cash
R10834,D097,U746,Hyderabad,2025-07-06,19.93,658.96,Completed,4.1,Cash
R10835,D279,U411,Bengaluru,2025-07-17,2.57,323.43,Completed,4.5,Cash
R10836,D205,U595,Hyderabad,2025-07-28,14.94,443.12,Completed,4.3,UPI
R10837,D214,U606,Hyderabad,2025-09-04,11.26,746.66,Completed,4.3,UPI
R10838,D010,U771,Kochi,2025-07-28,16.62,287.72,Completed,3.5,Cash
R10839,D265,U231,Kochi,2025-07-31,17.23,120.63,Cancelled,4.8,UPI
R10840,D079,U262,Chennai,2025-08-14,17.01,285.78,Completed,4.5,Cash
R10841,D258,U208,Pune,2025-08-08,13.07,497.54,Completed,4.9,Cash
R10842,D295,U423,Bengaluru,2025-09-15,12.6,317.05,Completed,4.9,UPI
R10843,D197,U149,Chennai,2025-09-01,5.81,696.54,Completed,4.7,Cash
R10844,D290,U122,Kochi,2025-08-18,2.37,551.48,Completed,4.8,UPI
R10845,D253,U101,Hyderabad,2025-09-30,7.25,162.79,Completed,4.7,UPI
R10846,D072,U324,Chennai,2025-07-12,15.46,782.8,Cancelled,3.6,Card
R10847,D057,U539,Bengaluru,2025-07-27,6.36,521.57,Completed,4.6,UPI
R10848,D037,U528,Kochi,2025-08-10,16.81,465.42,Completed,3.1,UPI
R10849,D016,U113,Chennai,2025-07-23,1.55,272.11,Cancelled,3.2,UPI
R10850,D198,U625,Chennai,2025-08-06,8.67,710.97,Completed,4.5,UPI
R10851,D110,U406,Kochi,2025-07-10,1.49,109.15,Completed,4.6,Cash
R10852,D164,U143,Kochi,2025-08-26,9.82,222.23,Completed,3.3,UPI
R10853,D122,U089,Bengaluru,2025-10-01,9.61,206.42,Completed,3.9,UPI
R10854,D254,U352,Kochi,2025-07-04,11.68,449.27,Completed,3.2,Cash
R10855,D038,U700,Kochi,2025-08-16,17.57,526.49,Completed,3.8,UPI
R10856,D161,U149,Kochi,2025-07-06,11.25,726.46,Completed,4.2,UPI
R10857,D259,U089,Chennai,2025-07-31,14.65,344.4,Cancelled,3.6,Cash
R10858,D052,U275,Kochi,2025-07-30,18.53,212.27,Completed,3.3,Cash
R10859,D075,U326,Bengaluru,2025-09-02,18.89,198.37,Completed,4.4,UPI
R10860,D251,U487,Bengaluru,2025-09-18,19.62,493.2,Completed,4.1,Card
R10861,D131,U087,Pune,2025-07-06,9.82,200.14,Completed,4.8,UPI
R10862,D026,U076,Chennai,2025-08-14,1.39,211.55,Completed,4.0,Cash
R10863,D189,U455,Pune,2025-07-06,4.74,453.11,Completed,4.2,UPI
R10864,D122,U366,Kochi,2025-09-28,7.47,613.17,Completed,3.2,Cash
R10865,D298,U765,Chennai,2025-07-31,4.19,68.59,Completed,3.8,UPI
R10866,D113,U290,Hyderabad,2025-09-21,7.66,57.54,Completed,3.1,Cash
R10867,D041,U249,Bengaluru,2025-08-21,9.14,396.26,Completed,4.5,UPI
R10868,D215,U125,Pune,2025-08-10,19.13,327.88,Completed,3.4,UPI
R10869,D242,U058,Hyderabad,2025-07-08,5.0,307.78,Completed,4.6,UPI
R10870,D029,U540,Hyderabad,2025-07-17,9.54,731.21,Completed,4.8,UPI
R10871,D100,U754,Hyderabad,2025-09-11,14.09,332.99,Completed,4.8,Cash
R10872,D116,U748,Kochi,2025-07-14,16.21,582.81,Completed,3.5,UPI
R10873,D026,U171,Pune,2025-08-07,9.3,456.0,Completed,3.9,UPI
R10874,D270,U732,Chennai,2025-07-15,15.04,551.68,Cancelled,3.9,UPI
R10875,D240,U264,Chennai,2025-09-03,16.64,333.89,Completed,3.7,UPI
R10876,D118,U183,Hyderabad,2025-08-18,12.0,197.7,Completed,3.4,UPI
R10877,D162,U071,Pune,2025-09-15,11.9,596.48,Completed,3.2,Cash
R10878,D258,U582,Pune,2025-07-22,15.4,321.38,Completed,4.2,Cash
R10879,D045,U784,Bengaluru,2025-08-02,15.69,687.9,Completed,4.8,Cash
R10880,D072,U269,Pune,2025-08-10,19.21,775.56,Completed,4.4,Cash
R10881,D266,U346,Pune,2025-08-05,11.24,102.86,Completed,4.0,UPI
R10882,D228,U358,Bengaluru,2025-09-13,13.18,482.94,Completed,3.4,UPI
R10883,D262,U337,Kochi,2025-09-11,14.4,797.3,Completed,3.8,UPI
R10884,D081,U669,Hyderabad,2025-07-04,4.28,290.74,Completed,3.5,Cash
R10885,D123,U380,Chennai,2025-10-07,14.65,544.23,Cancelled,3.3,UPI
R10886,D028,U480,Chennai,2025-09-16,4.98,177.48,Completed,4.6,UPI
R10887,D152,U036,Hyderabad,2025-09-29,15.58,524.55,Cancelled,4.1,Cash
R10888,D269,U028,Kochi,2025-07-30,7.55,427.28,Completed,3.9,UPI
R10889,D170,U434,Kochi,2025-09-03,14.06,635.98,Completed,3.6,UPI
R10890,D168,U588,Bengaluru,2025-08-29,1.59,739.9,Completed,4.3,UPI
R10891,D278,U183,Hyderabad,2025-07-18,7.47,446.67,Completed,4.2,Cash
R10892,D218,U171,Bengaluru,2025-07-27,17.52,206.07,Completed,4.3,UPI
R10893,D182,U290,Bengaluru,2025-09-19,7.74,253.14,Completed,3.8,UPI
R10894,D191,U305,Chennai,2025-08-09,5.79,772.97,Completed,3.7,UPI
R10895,D137,U652,Hyderabad,2025-08-16,11.1,432.87,Completed,3.5,Cash
R10896,D227,U576,Hyderabad,2025-09-14,5.04,537.87,Completed,4.3,Cash
R10897,D074,U023,Chennai,2025-08-25,17.45,549.01,Completed,4.0,Cash
R10898,D285,U111,Chennai,2025-07-06,5.75,436.88,Completed,4.2,Cash
R10899,D117,U459,Bengaluru,2025-10-07,12.52,61.22,Completed,3.7,UPI
R10900,D030,U692,Chennai,2025-07-15,5.85,86.3,Cancelled,3.9,UPI
R10901,D152,U735,Bengaluru,2025-09-02,19.67,774.04,Completed,3.5,UPI
R10902,D153,U312,Hyderabad,2025-09-13,2.31,505.97,Completed,3.5,Cash
R10903,D044,U587,Pune,2025-08-14,2.75,228.22,Cancelled,4.4,UPI
R10904,D269,U484,Bengaluru,2025-07-02,15.19,674.02,Completed,3.2,Card
R10905,D272,U488,Pune,2025-09-27,15.38,224.9,Completed,4.2,UPI
R10906,D165,U146,Hyderabad,2025-10-06,14.61,203.99,Completed,4.8,UPI
R10907,D196,U605,Bengaluru,2025-08-03,8.9,220.18,Completed,4.1,UPI
R10908,D242,U074,Hyderabad,2025-10-09,10.2,196.95,Cancelled,4.1,UPI
R10909,D269,U644,Chennai,2025-07-01,4.18,325.53,Completed,4.9,UPI
R10910,D145,U765,Chennai,2025-09-26,9.29,783.68,Completed,3.3,UPI
R10911,D182,U522,Kochi,2025-07-14,5.99,539.33,Completed,4.8,Card
R10912,D161,U023,Chennai,2025-09-12,3.12,301.97,Completed,4.6,UPI
R10913,D224,U663,Pune,2025-07-15,12.03,655.04,Completed,4.7,Cash
R10914,D191,U687,Pune,2025-09-06,12.66,242.33,Completed,4.1,Card
R10915,D070,U763,Chennai,2025-09-29,10.53,431.02,Completed,3.4,UPI
R10916,D145,U723,Kochi,2025-07-19,6.99,208.31,Completed,3.4,UPI
R10917,D056,U551,Hyderabad,2025-10-06,4.52,155.26,Completed,4.5,UPI
R10918,D202,U260,Hyderabad,2025-07-24,3.75,440.97,Cancelled,3.4,UPI
R10919,D199,U044,Hyderabad,2025-09-14,12.93,611.77,Completed,4.3,Cash
R10920,D048,U120,Hyderabad,2025-08-21,10.8,140.95,Completed,4.8,UPI
R10921,D084,U253,Pune,2025-08-26,17.78,498.74,Completed,4.9,Cash
R10922,D103,U111,Chennai,2025-09-13,2.16,422.62,Completed,4.8,Cash
R10923,D025,U085,Hyderabad,2025-08-02,7.9,634.04,Completed,3.2,Cash
R10924,D226,U222,Pune,2025-10-05,4.76,420.67,Completed,3.2,UPI
R10925,D084,U199,Chennai,2025-07-01,17.72,245.85,Completed,3.1,Card
R10926,D061,U751,Kochi,2025-09-03,18.73,430.14,Completed,3.0,UPI
R10927,D080,U028,Pune,2025-08-04,10.62,542.71,Completed,4.5,Card
R10928,D165,U368,Chennai,2025-07-26,9.35,279.61,Completed,4.5,Cash
R10929,D140,U533,Kochi,2025-10-01,7.73,95.38,Completed,3.1,UPI
R10930,D070,U273,Pune,2025-09-13,10.1,385.66,Completed,4.7,UPI
R10931,D052,U079,Bengaluru,2025-08-22,15.66,373.96,Completed,3.6,UPI
R10932,D226,U138,Bengaluru,2025-07-30,4.89,286.58,Completed,4.2,UPI
R10933,D125,U520,Chennai,2025-08-20,9.59,243.4,Completed,4.8,UPI
R10934,D166,U273,Chennai,2025-08-16,1.81,333.14,Cancelled,3.5,UPI
R10935,D020,U712,Pune,2025-07-25,10.9,591.34,Completed,4.1,Cash
R10936,D220,U034,Chennai,2025-09-09,14.48,504.45,Completed,4.9,Cash
R10937,D190,U594,Pune,2025-07-29,10.13,211.1,Cancelled,4.7,UPI
R10938,D091,U689,Chennai,2025-07-12,10.62,466.28,Completed,4.1,UPI
R10939,D193,U784,Hyderabad,2025-08-06,1.68,138.88,Completed,3.7,Cash
R10940,D290,U104,Chennai,2025-07-08,4.91,483.13,Completed,4.7,UPI
R10941,D265,U640,Kochi,2025-08-02,1.79,352.3,Completed,4.0,Card
R10942,D182,U179,Bengaluru,2025-07-11,5.57,103.13,Completed,3.9,UPI
R10943,D188,U448,Chennai,2025-09-18,18.22,772.84,Completed,4.4,UPI
R10944,D297,U153,Hyderabad,2025-08-23,8.23,179.59,Completed,4.8,UPI
R10945,D124,U458,Chennai,2025-07-08,10.11,525.0,Completed,4.6,UPI
R10946,D093,U036,Pune,2025-08-19,17.77,224.43,Completed,3.9,UPI
R10947,D204,U373,Pune,2025-10-07,17.5,750.86,Completed,3.0,UPI
R10948,D025,U366,Chennai,2025-08-22,19.15,103.66,Completed,3.7,UPI
R10949,D164,U140,Kochi,2025-09-11,5.79,401.45,Completed,3.5,Cash
R10950,D015,U083,Chennai,2025-08-15,8.47,751.39,Cancelled,3.2,Cash
R10951,D005,U588,Bengaluru,2025-07-07,8.58,200.64,Completed,4.2,UPI
R10952,D138,U133,Hyderabad,2025-08-15,1.45,452.55,Completed,3.1,Card
R10953,D222,U343,Chennai,2025-10-06,9.29,60.67,Completed,4.7,Cash
R10954,D144,U670,Bengaluru,2025-09-10,8.71,167.8,Completed,3.1,Card
R10955,D165,U325,Bengaluru,2025-07-24,11.85,600.27,Completed,3.2,Cash
R10956,D066,U153,Hyderabad,2025-07-05,14.51,367.63,Completed,3.5,UPI
R10957,D281,U194,Chennai,2025-07-25,3.24,259.87,Completed,3.6,UPI
R10958,D213,U657,Pune,2025-08-12,14.26,374.31,Completed,4.0,Cash
R10959,D227,U782,Pune,2025-09-29,10.31,719.73,Completed,3.9,Card
R10960,D275,U570,Hyderabad,2025-08-21,5.32,65.29,Completed,4.3,Card
R10961,D177,U756,Hyderabad,2025-09-07,10.14,400.94,Cancelled,4.2,UPI
R10962,D133,U064,Kochi,2025-09-11,17.77,319.5,Completed,3.9,UPI
R10963,D288,U315,Pune,2025-07-12,16.95,293.59,Completed,3.4,Card
R10964,D269,U549,Chennai,2025-08-16,18.15,787.14,Completed,3.2,UPI
R10965,D187,U742,Pune,2025-08-31,2.07,782.0,Completed,3.5,UPI
R10966,D250,U112,Pune,2025-08-26,13.2,648.92,Completed,3.2,Cash
R10967,D265,U530,Chennai,2025-10-01,14.39,99.46,Cancelled,4.0,Cash
R10968,D165,U310,Kochi,2025-10-01,16.39,735.57,Completed,4.9,Card
R10969,D133,U462,Chennai,2025-07-21,14.44,598.85,Completed,4.0,Cash
R10970,D188,U624,Bengaluru,2025-09-20,12.84,129.47,Cancelled,4.2,UPI
R10971,D079,U577,Hyderabad,2025-07-11,3.83,744.89,Completed,4.4,UPI
R10972,D006,U627,Hyderabad,2025-07-19,11.17,319.51,Completed,4.6,Cash
R10973,D300,U401,Pune,2025-10-06,19.28,343.34,Cancelled,3.3,Cash
R10974,D072,U046,Chennai,2025-09-23,14.4,396.4,Completed,4.7,UPI
R10975,D128,U265,Hyderabad,2025-09-30,18.45,261.49,Completed,3.6,Cash
R10976,D081,U111,Pune,2025-08-17,3.02,595.33,Completed,3.2,UPI
R10977,D223,U551,Bengaluru,2025-09-26,18.84,550.24,Completed,3.7,UPI
